,Patrocinador do Estudo,Número do Processo,Nome ou Código do Medicamento Experimental,Classe Terapêutica,Tipo de Medicamento Experimental,Doença,CID10,Nome do Protocolo Clínico,Título do Estudo,Fase do Estudo,Tipo de Estudo,Situação do Estudo,Instituição de Pesquisa,Investigador,Número de Pacientes,Unnamed: 0,NCT Number,Intervention Type,Intervention,Start Date,Completion Date,First Posted
1692,PFIZER BRASIL LTDA,25351383575202211,1. PF-07220060 / 2. PF-07104091,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,C4391002,"UM ESTUDO FASE 1B/2, ABERTO, MULTICÊNTRICO, DE ESCALONAMENTO E EXPANSÃO DE DOSE, PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA, FARMACODINÂMICA E ATIVIDADE ANTITUMORAL DE PF-07220060 EM ASSOCIAÇÃO COM PF-07104091 MAIS TERAPIA ENDÓCRINA EM PARTICIPANTES COM TUMORES SÓLIDOS EM ESTÁGIO AVANÇADO. EMENDA 1 AO PROTOCOLO FINAL, 21 DE JANEIRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PIO XII,MARIA FERNANDA  BIAZOTTO FERNANDES,5,134528,NCT05262400,DRUG, PF-07220060 + PF-07104091 combination dose escalation,2022-03-14 00:00:00,2026-08-23 00:00:00,2022-03-02
1693,PFIZER BRASIL LTDA,25351383575202211,1. PF-07220060 / 2. PF-07104091,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,C4391002,"UM ESTUDO FASE 1B/2, ABERTO, MULTICÊNTRICO, DE ESCALONAMENTO E EXPANSÃO DE DOSE, PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA, FARMACODINÂMICA E ATIVIDADE ANTITUMORAL DE PF-07220060 EM ASSOCIAÇÃO COM PF-07104091 MAIS TERAPIA ENDÓCRINA EM PARTICIPANTES COM TUMORES SÓLIDOS EM ESTÁGIO AVANÇADO. EMENDA 1 AO PROTOCOLO FINAL, 21 DE JANEIRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ONCOSITE,FÁBIO ANDRÉ FRANKE,5,134528,NCT05262400,DRUG, PF-07220060 + PF-07104091 combination dose escalation,2022-03-14 00:00:00,2026-08-23 00:00:00,2022-03-02
1694,IQVIA RDS BRASIL LTDA.,25351384887202323,INCB099280,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA PELE,C449,INCB 99280-212,ESTUDO DE FASE 2 PARA AVALIAR INCB099280 EM PARTICIPANTES COM CARCINOMA DE CÉLULAS ESCAMOSAS CUTÂNEO AVANÇADO. VERSÃO ORIGINAL DE 01 DE DEZEMBRO DE 2022,II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,Não há dados,Não há dados,Não há dados,49750,NCT05888844,DRUG, INCB099280,2023-10-09 00:00:00,2026-12-31 00:00:00,2023-06-05
1695,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,25351384890202347,ESPESOLIMABE,ANTICORPOS MONOCLONAIS,BIOLÓGICO,PSORÍASE PUSTULOSA GENERALIZADA,L401,1368-0120,"ESTUDO ABERTO, MULTICÊNTRICO, DE GRUPO ÚNICO, PÓS-COMERCIALIZAÇÃO (EM PAÍSES SELECIONADOS) PARA AVALIAR A EFICÁCIA, A SEGURANÇA E O IMPACTO DA IMUNOGENICIDADE NA EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DE ESPESOLIMABE IV NO TRATAMENTO DE PACIENTES COM PSORÍASE PUSTULOSA GENERALIZADA QUE APRESENTAM EXACERBAÇÃO RECORRENTE APÓS O TRATAMENTO INICIAL PARA EXACERBAÇÃO DA PPG COM ESPESOLIMABE IV. VERSÃO: 1.0 DATA: 25 DE ABRIL DE 2023",III/IV,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,FACULDADE DE MEDICINA ABC,LUÍZA KEIKO MATSUKA OYAFUSO,1,35681,NCT06013969,DRUG, Spesolimab,2023-10-11 00:00:00,2026-11-05 00:00:00,2023-08-28
1696,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,25351384890202347,ESPESOLIMABE,ANTICORPOS MONOCLONAIS,BIOLÓGICO,PSORÍASE PUSTULOSA GENERALIZADA,L401,1368-0120,"ESTUDO ABERTO, MULTICÊNTRICO, DE GRUPO ÚNICO, PÓS-COMERCIALIZAÇÃO (EM PAÍSES SELECIONADOS) PARA AVALIAR A EFICÁCIA, A SEGURANÇA E O IMPACTO DA IMUNOGENICIDADE NA EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DE ESPESOLIMABE IV NO TRATAMENTO DE PACIENTES COM PSORÍASE PUSTULOSA GENERALIZADA QUE APRESENTAM EXACERBAÇÃO RECORRENTE APÓS O TRATAMENTO INICIAL PARA EXACERBAÇÃO DA PPG COM ESPESOLIMABE IV. VERSÃO: 1.0 DATA: 25 DE ABRIL DE 2023",III/IV,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SOCIEDADE EVANGELICA BENEFICENTE DE CURITIBA,ANBER ANCEL TANAKA,1,35681,NCT06013969,DRUG, Spesolimab,2023-10-11 00:00:00,2026-11-05 00:00:00,2023-08-28
1697,PHARMACEUTICAL RESEARCH ASSOCIATES LTDA,25351385703201251,CERTOLIZUMABE,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,BIOLÓGICO,ARTRITE JUVENIL NÃO ESPECIFICADA,M089,RA0043,"UM ESTUDO MULTICÊNTRICO, ABERTO PARA AVALIAR A FARMACOCINÉTICA, SEGURANÇA E EFICÁCIA DE CERTOLIZUMABE PEGOL EM CRIANÇAS E ADOLESCENTES COM ARTRITE IDIOPÁTICA JUVENIL POLIARTICULAR ATIVA MODERADA A GRAVE.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,ASSOC HOSPITALAR DE PROTECAO A INFANCIA DR RAUL CARNEIRO,MARCIA BANDEIRA,3,12238,NCT01550003,DRUG, Certolizumab Pegol (CZP),2012-03-08 00:00:00,2024-04-08 00:00:00,2012-03-09
1698,PHARMACEUTICAL RESEARCH ASSOCIATES LTDA,25351385703201251,CERTOLIZUMABE,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,BIOLÓGICO,ARTRITE JUVENIL NÃO ESPECIFICADA,M089,RA0043,"UM ESTUDO MULTICÊNTRICO, ABERTO PARA AVALIAR A FARMACOCINÉTICA, SEGURANÇA E EFICÁCIA DE CERTOLIZUMABE PEGOL EM CRIANÇAS E ADOLESCENTES COM ARTRITE IDIOPÁTICA JUVENIL POLIARTICULAR ATIVA MODERADA A GRAVE.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,RICARDO MACHADO XAVIER,3,12238,NCT01550003,DRUG, Certolizumab Pegol (CZP),2012-03-08 00:00:00,2024-04-08 00:00:00,2012-03-09
1699,PHARMACEUTICAL RESEARCH ASSOCIATES LTDA,25351385703201251,CERTOLIZUMABE,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,BIOLÓGICO,ARTRITE JUVENIL NÃO ESPECIFICADA,M089,RA0043,"UM ESTUDO MULTICÊNTRICO, ABERTO PARA AVALIAR A FARMACOCINÉTICA, SEGURANÇA E EFICÁCIA DE CERTOLIZUMABE PEGOL EM CRIANÇAS E ADOLESCENTES COM ARTRITE IDIOPÁTICA JUVENIL POLIARTICULAR ATIVA MODERADA A GRAVE.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,CLÁUDIO ARNALDO LEN,3,12238,NCT01550003,DRUG, Certolizumab Pegol (CZP),2012-03-08 00:00:00,2024-04-08 00:00:00,2012-03-09
1700,PHARMACEUTICAL RESEARCH ASSOCIATES LTDA,25351385703201251,CERTOLIZUMABE,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,BIOLÓGICO,ARTRITE JUVENIL NÃO ESPECIFICADA,M089,RA0043,"UM ESTUDO MULTICÊNTRICO, ABERTO PARA AVALIAR A FARMACOCINÉTICA, SEGURANÇA E EFICÁCIA DE CERTOLIZUMABE PEGOL EM CRIANÇAS E ADOLESCENTES COM ARTRITE IDIOPÁTICA JUVENIL POLIARTICULAR ATIVA MODERADA A GRAVE.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UFRJ INST DE PUER PED MARTAGAO GESTEIRA,SHEILA KNUPP FEITOSA DE OLIVEIRA,3,12238,NCT01550003,DRUG, Certolizumab Pegol (CZP),2012-03-08 00:00:00,2024-04-08 00:00:00,2012-03-09
1701,PHARMACEUTICAL RESEARCH ASSOCIATES LTDA,25351385703201251,CERTOLIZUMABE,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,BIOLÓGICO,ARTRITE JUVENIL NÃO ESPECIFICADA,M089,RA0043,"UM ESTUDO MULTICÊNTRICO, ABERTO PARA AVALIAR A FARMACOCINÉTICA, SEGURANÇA E EFICÁCIA DE CERTOLIZUMABE PEGOL EM CRIANÇAS E ADOLESCENTES COM ARTRITE IDIOPÁTICA JUVENIL POLIARTICULAR ATIVA MODERADA A GRAVE.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UNIVERSIDADE ESTADUAL PAULISTA,CLAUDIA SAAD MAGALHAES,3,12238,NCT01550003,DRUG, Certolizumab Pegol (CZP),2012-03-08 00:00:00,2024-04-08 00:00:00,2012-03-09
1702,PHARMACEUTICAL RESEARCH ASSOCIATES LTDA,25351388447202264,DOMVANALIMABE (AB154) ,Não há dados,BIOLÓGICO,NEOPLASIA MALIGNA DO ESÔFAGO,C15,STAR-221,"ESTUDO DE FASE 3, RANDOMIZADO, ABERTO E MULTICÊNTRICO DE DOMVANALIMABE, ZIMBERELIMABE E QUIMIOTERAPIA VERSUS NIVOLUMABE E QUIMIOTERAPIA EM PARTICIPANTES COM ADENOCARCINOMA GÁSTRICO, DA JUNÇÃO GASTROESOFÁGICA E ESOFÁGICO LOCALMENTE AVANÇADO NÃO RESSECÁVEL OU METASTÁTICO, NÃO TRATADO ANTERIORMENTE. VERSÃO 1.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,Não há dados,Não há dados,Não há dados,26923,NCT05568095,DRUG, Domvanalimab,2022-11-21 00:00:00,2026-05-01 00:00:00,2022-10-05
1703,IQVIA RDS BRASIL LTDA.,25351389216202430,DURVALUMABE (MEDI4736),ANTICORPOS MONOCLONAIS,BIOLÓGICO,NEOPLASIA MALIGNA DO LÁBIO,C00,D910FC00001,"ESTUDO GLOBAL ABERTO, MULTICÊNTRICO PARA AVALIAR A SEGURANÇA E EFICÁCIA A LONGO PRAZO EM PACIENTES QUE ESTÃO RECEBENDO OU RECEBERAM PREVIAMENTE DURVALUMABE EM
OUTROS PROTOCOLOS (WAVE). VERSÃO 4.0, DE 12 DE ABRIL DE 2022.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,GUSTAVO COLAGIOVANNI GIROTTO,3,135606,NCT04078152,DRUG, Durvalumab,2019-09-05 00:00:00,2024-09-30 00:00:00,2019-09-04
1704,IQVIA RDS BRASIL LTDA.,25351389216202430,DURVALUMABE (MEDI4736),ANTICORPOS MONOCLONAIS,BIOLÓGICO,NEOPLASIA MALIGNA DO LÁBIO,C00,D910FC00001,"ESTUDO GLOBAL ABERTO, MULTICÊNTRICO PARA AVALIAR A SEGURANÇA E EFICÁCIA A LONGO PRAZO EM PACIENTES QUE ESTÃO RECEBENDO OU RECEBERAM PREVIAMENTE DURVALUMABE EM
OUTROS PROTOCOLOS (WAVE). VERSÃO 4.0, DE 12 DE ABRIL DE 2022.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,SÉRGIO JOBIM DE AZEVEDO,1,135606,NCT04078152,DRUG, Durvalumab,2019-09-05 00:00:00,2024-09-30 00:00:00,2019-09-04
1705,NOVARTIS BIOCIENCIAS S.A,25351389319202157,LNP023 ,Não há dados,SINTÉTICO/SEMISSINTÉTICO,ANEMIA HEMOLÍTICA ADQUIRIDA,D59,CLNP023C12001B,PROGRAMA DE EXTENSÃO DE TRANSFERÊNCIA (REP) ABERTO E MULTICÊNTRICO PARA CARACTERIZAR A SEGURANÇA E TOLERABILIDADE EM LONGO PRAZO DE IPTACOPAN (LNP023) EM PACIENTES COM HEMOGLOBINÚRIA PAROXÍSTICA NOTURNA (HPN) QUE CONCLUÍRAM ESTUDOS DE FASE 2 E FASE 3 DE HPN COM IPTACOPAN. VERSÃO 00 DE 18-DEZ-2020. ,III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,PRAXIS PESQUISA MEDICA,VITOR AUGUSTO QUEIROZ MAUAD,2,300095,NCT04747613,DRUG, Iptacopan,2021-07-27 00:00:00,2027-10-19 00:00:00,2021-02-10
1706,NOVARTIS BIOCIENCIAS S.A,25351389319202157,LNP023 ,Não há dados,SINTÉTICO/SEMISSINTÉTICO,ANEMIA HEMOLÍTICA ADQUIRIDA,D59,CLNP023C12001B,PROGRAMA DE EXTENSÃO DE TRANSFERÊNCIA (REP) ABERTO E MULTICÊNTRICO PARA CARACTERIZAR A SEGURANÇA E TOLERABILIDADE EM LONGO PRAZO DE IPTACOPAN (LNP023) EM PACIENTES COM HEMOGLOBINÚRIA PAROXÍSTICA NOTURNA (HPN) QUE CONCLUÍRAM ESTUDOS DE FASE 2 E FASE 3 DE HPN COM IPTACOPAN. VERSÃO 00 DE 18-DEZ-2020. ,III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,PHILLIP SCHEINBERG,2,300095,NCT04747613,DRUG, Iptacopan,2021-07-27 00:00:00,2027-10-19 00:00:00,2021-02-10
1707,PAREXEL INTERNATIONAL PESQUISAS CLÍNICAS LTDA.,25351389339202128,TRASTUZUMABE DERUXTECANA (DS-8201A),AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DA MAMA,C50,D967JC00002,"ESTUDO DE FASE 1B, MULTICÊNTRICO, DE TIPO ABERTO, MODULAR, DE DETERMINAÇÃO DA DOSE E EXPANSÃO DA DOSE PARA EXPLORAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA E ATIVIDADE ANTITUMORAL DE TRASTUZUMABE DERUXTECANO (T-DXD) EM
COMBINAÇÃO COM OUTROS AGENTES ANTICÂNCER EM PARTICIPANTES DA PESQUISA COM CÂNCER DE MAMA COM HER2 BAIXO METASTÁTICO (DESTINY-BREAST08). VERSÃO 2.0 DE 01 DE OUTUBRO DE 2020

",I,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,HOSPITAL DE CLINICAS DE PORTO ALEGRE,PEDRO EMANUEL RUBINI LIEDKE,1,253875,NCT04556773,DRUG, Trastuzumab deruxtecan,2020-12-17 00:00:00,2025-11-28 00:00:00,2020-09-21
1708,PAREXEL INTERNATIONAL PESQUISAS CLÍNICAS LTDA.,25351389339202128,TRASTUZUMABE DERUXTECANA (DS-8201A),AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DA MAMA,C50,D967JC00002,"ESTUDO DE FASE 1B, MULTICÊNTRICO, DE TIPO ABERTO, MODULAR, DE DETERMINAÇÃO DA DOSE E EXPANSÃO DA DOSE PARA EXPLORAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA E ATIVIDADE ANTITUMORAL DE TRASTUZUMABE DERUXTECANO (T-DXD) EM
COMBINAÇÃO COM OUTROS AGENTES ANTICÂNCER EM PARTICIPANTES DA PESQUISA COM CÂNCER DE MAMA COM HER2 BAIXO METASTÁTICO (DESTINY-BREAST08). VERSÃO 2.0 DE 01 DE OUTUBRO DE 2020

",I,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ONCO STAR SP ONCOLOGIA LTDA,LAURA TESTA,1,253875,NCT04556773,DRUG, Trastuzumab deruxtecan,2020-12-17 00:00:00,2025-11-28 00:00:00,2020-09-21
1709,IQVIA RDS BRASIL LTDA.,25351390719201818,BIIB093 (GLIBENCLAMIDA),"SULFONAMIDAS, DERIVADOS DA URÉIA",SINTÉTICO/SEMISSINTÉTICO,INFARTO CEREBRAL NÃO ESPECIFICADO,I639,252LH301,"*CANCELADO A PEDIDO* ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, MULTICÊNTRICO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE BIIB093 (GLIBENCLAMIDA) INTRAVENOSO PARA EDEMA CEREBRAL GRAVE APÓS GRANDE INFARTO HEMISFÉRICO. VERSÃO 3, DE 1 DE JUNHO DE 2021. *CANCELADO A PEDIDO*",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,CLINICA NEUROLOGICA E NEUROCIRUGICA DE JOINVILLE LTDA,CARLA HELOÍSA CABRAL MORO,1,360066,NCT02864953,DRUG, BIIB093,2018-08-29 00:00:00,2023-08-18 00:00:00,2016-08-12
1710,IQVIA RDS BRASIL LTDA.,25351390719201818,BIIB093 (GLIBENCLAMIDA),"SULFONAMIDAS, DERIVADOS DA URÉIA",SINTÉTICO/SEMISSINTÉTICO,INFARTO CEREBRAL NÃO ESPECIFICADO,I639,252LH301,"*CANCELADO A PEDIDO* ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, MULTICÊNTRICO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE BIIB093 (GLIBENCLAMIDA) INTRAVENOSO PARA EDEMA CEREBRAL GRAVE APÓS GRANDE INFARTO HEMISFÉRICO. VERSÃO 3, DE 1 DE JUNHO DE 2021. *CANCELADO A PEDIDO*",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO DE APOIO AO ENSINO PESQUISA E ASSISTENCIA HCFMRP,OCTÁVIO MARQUES PONTES NETO,2,360066,NCT02864953,DRUG, BIIB093,2018-08-29 00:00:00,2023-08-18 00:00:00,2016-08-12
1711,IQVIA RDS BRASIL LTDA.,25351390719201818,BIIB093 (GLIBENCLAMIDA),"SULFONAMIDAS, DERIVADOS DA URÉIA",SINTÉTICO/SEMISSINTÉTICO,INFARTO CEREBRAL NÃO ESPECIFICADO,I639,252LH301,"*CANCELADO A PEDIDO* ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, MULTICÊNTRICO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE BIIB093 (GLIBENCLAMIDA) INTRAVENOSO PARA EDEMA CEREBRAL GRAVE APÓS GRANDE INFARTO HEMISFÉRICO. VERSÃO 3, DE 1 DE JUNHO DE 2021. *CANCELADO A PEDIDO*",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,SHEILA CRISTINA MARTINS,3,360066,NCT02864953,DRUG, BIIB093,2018-08-29 00:00:00,2023-08-18 00:00:00,2016-08-12
1712,IQVIA RDS BRASIL LTDA.,25351390719201818,BIIB093 (GLIBENCLAMIDA),"SULFONAMIDAS, DERIVADOS DA URÉIA",SINTÉTICO/SEMISSINTÉTICO,INFARTO CEREBRAL NÃO ESPECIFICADO,I639,252LH301,"*CANCELADO A PEDIDO* ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, MULTICÊNTRICO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE BIIB093 (GLIBENCLAMIDA) INTRAVENOSO PARA EDEMA CEREBRAL GRAVE APÓS GRANDE INFARTO HEMISFÉRICO. VERSÃO 3, DE 1 DE JUNHO DE 2021. *CANCELADO A PEDIDO*",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL MUNICIPAL SAO JOSE,CARLA HELOÍSA CABRAL MORO,0,360066,NCT02864953,DRUG, BIIB093,2018-08-29 00:00:00,2023-08-18 00:00:00,2016-08-12
1713,IQVIA RDS BRASIL LTDA.,25351390719201818,BIIB093 (GLIBENCLAMIDA),"SULFONAMIDAS, DERIVADOS DA URÉIA",SINTÉTICO/SEMISSINTÉTICO,INFARTO CEREBRAL NÃO ESPECIFICADO,I639,252LH301,"*CANCELADO A PEDIDO* ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, MULTICÊNTRICO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE BIIB093 (GLIBENCLAMIDA) INTRAVENOSO PARA EDEMA CEREBRAL GRAVE APÓS GRANDE INFARTO HEMISFÉRICO. VERSÃO 3, DE 1 DE JUNHO DE 2021. *CANCELADO A PEDIDO*",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, MATERNIDADE E CIRURGIA NOSSA SENHORA DO ROCIO LTDA,SAMIR ALE BARK,1,360066,NCT02864953,DRUG, BIIB093,2018-08-29 00:00:00,2023-08-18 00:00:00,2016-08-12
1714,IQVIA RDS BRASIL LTDA.,25351390719201818,BIIB093 (GLIBENCLAMIDA),"SULFONAMIDAS, DERIVADOS DA URÉIA",SINTÉTICO/SEMISSINTÉTICO,INFARTO CEREBRAL NÃO ESPECIFICADO,I639,252LH301,"*CANCELADO A PEDIDO* ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, MULTICÊNTRICO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE BIIB093 (GLIBENCLAMIDA) INTRAVENOSO PARA EDEMA CEREBRAL GRAVE APÓS GRANDE INFARTO HEMISFÉRICO. VERSÃO 3, DE 1 DE JUNHO DE 2021. *CANCELADO A PEDIDO*",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,GISELE SAMPAIO SILVA,2,360066,NCT02864953,DRUG, BIIB093,2018-08-29 00:00:00,2023-08-18 00:00:00,2016-08-12
1715,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351391559202201,DNL310,Não há dados,BIOLÓGICO,MUCOPOLISSACARIDOSE DO TIPO II,E761,DNLI-E-0007,"UM ESTUDO DE FASE 2/3, MULTICÊNTRICO, DUPLO-CEGO, RANDOMIZADO PARA DETERMINAR A EFICÁCIA E SEGURANÇA DO DNL310 VS. IDURSULFASE EM PARTICIPANTES PEDIÁTRICOS COM MUCOPOLISSACARIDOSE TIPO II NEUROPÁTICA OU NÃO NEUROPÁTICA. VERSÃO 4 DE 14 DE FEVEREIRO DE 2023",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,FIOTEC INSTITUTO FERNANDES FIGUEIRA,DAFNE DAIN GANDELMAN HOROVITZ,1,299752,NCT05371613,DRUG, tividenofusp alfa,2022-07-21 00:00:00,2025-12-01 00:00:00,2022-05-12
1716,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351391559202201,DNL310,Não há dados,BIOLÓGICO,MUCOPOLISSACARIDOSE DO TIPO II,E761,DNLI-E-0007,"UM ESTUDO DE FASE 2/3, MULTICÊNTRICO, DUPLO-CEGO, RANDOMIZADO PARA DETERMINAR A EFICÁCIA E SEGURANÇA DO DNL310 VS. IDURSULFASE EM PARTICIPANTES PEDIÁTRICOS COM MUCOPOLISSACARIDOSE TIPO II NEUROPÁTICA OU NÃO NEUROPÁTICA. VERSÃO 4 DE 14 DE FEVEREIRO DE 2023",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,CAROLINA FISCHINGER MOURA DE SOUZA,1,299752,NCT05371613,DRUG, tividenofusp alfa,2022-07-21 00:00:00,2025-12-01 00:00:00,2022-05-12
1717,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351394943202176,CROVALIMABE (RO7112689),IMUNOSSUPRESSORES SELETIVOS,BIOLÓGICO,TRANSTORNOS FALCIFORMES,D57,BO42451,"ESTUDO RANDOMIZADO, DUPLO-CEGO, DE FASE IIA, QUE AVALIA A EFICÁCIA, SEGURANÇA, FARMACOCINÉTICA E FARMACODINÂMICA DE CROVALIMABE COMO TRATAMENTO AUXILIAR NA PREVENÇÃO DE EPISÓDIOS VASO-OCLUSIVOS (VOE) NA DOENÇA FALCIFORME (SCD).VERSÃO 1 DE 12 DE MARÇO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,FUNDACAO DE APOIO AO ENSINO PESQUISA E ASSISTENCIA HCFMRP,ANA CRISTINA SILVA PINTO,4,105731,NCT05075824,DRUG, Crovalimab,2022-03-09 00:00:00,2026-04-08 00:00:00,2021-10-13
1718,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351394943202176,CROVALIMABE (RO7112689),IMUNOSSUPRESSORES SELETIVOS,BIOLÓGICO,TRANSTORNOS FALCIFORMES,D57,BO42451,"ESTUDO RANDOMIZADO, DUPLO-CEGO, DE FASE IIA, QUE AVALIA A EFICÁCIA, SEGURANÇA, FARMACOCINÉTICA E FARMACODINÂMICA DE CROVALIMABE COMO TRATAMENTO AUXILIAR NA PREVENÇÃO DE EPISÓDIOS VASO-OCLUSIVOS (VOE) NA DOENÇA FALCIFORME (SCD).VERSÃO 1 DE 12 DE MARÇO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,ALEXANDRE LORENZETTI,3,105731,NCT05075824,DRUG, Crovalimab,2022-03-09 00:00:00,2026-04-08 00:00:00,2021-10-13
1719,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351394943202176,CROVALIMABE (RO7112689),IMUNOSSUPRESSORES SELETIVOS,BIOLÓGICO,TRANSTORNOS FALCIFORMES,D57,BO42451,"ESTUDO RANDOMIZADO, DUPLO-CEGO, DE FASE IIA, QUE AVALIA A EFICÁCIA, SEGURANÇA, FARMACOCINÉTICA E FARMACODINÂMICA DE CROVALIMABE COMO TRATAMENTO AUXILIAR NA PREVENÇÃO DE EPISÓDIOS VASO-OCLUSIVOS (VOE) NA DOENÇA FALCIFORME (SCD).VERSÃO 1 DE 12 DE MARÇO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PRO INSTITUTO DE HEMATOLOGIA DO RIO DE JANEIRO,CLARISSE LOBO,3,105731,NCT05075824,DRUG, Crovalimab,2022-03-09 00:00:00,2026-04-08 00:00:00,2021-10-13
